,stellar_mass_bin_start,stellar_mass_bin_end,mag_lim_pop,selected_pop
0,6.555748,6.6646314,3.416846762964798e-05,0.0
1,6.6646314,6.773515,3.416846762964798e-05,0.0
2,6.773515,6.8823986,6.833693525929596e-05,0.0
3,6.8823986,6.9912825,8.542116907411995e-05,0.0
4,6.9912825,7.100166,0.0001708423381482399,0.0
5,7.100166,7.2090497,0.00023917927340753585,0.0
6,7.2090497,7.317933,0.00023063715650012385,0.0
7,7.317933,7.426817,0.0005125270144447197,0.0
8,7.426817,7.5357003,0.0008798380414634354,0.0
9,7.5357003,7.644584,0.0009823434443523794,0.0
10,7.644584,7.7534676,0.001725507615297223,0.0
11,7.7534676,7.8623514,0.002109902876130763,0.0
12,7.8623514,7.971235,0.0028018143456311345,0.0
13,7.971235,8.080118,0.003613315451835274,0.0
14,8.080118,8.189002,0.005543833872910384,8.542116907411995e-06
15,8.189002,8.297886,0.007363304774189139,1.708423381482399e-05
16,8.297886,8.40677,0.00993448196332015,0.0
17,8.40677,8.515653,0.011104751979635593,0.0
18,8.515653,8.6245365,0.013607592233507307,1.708423381482399e-05
19,8.6245365,8.73342,0.01550394218695277,8.542116907411995e-06
20,8.73342,8.842304,0.017536966010916824,1.708423381482399e-05
21,8.842304,8.951187,0.019211220924769578,5.125270144447197e-05
22,8.951187,9.060071,0.023362689741771806,3.416846762964798e-05
23,9.060071,9.168955,0.029401966395312087,5.125270144447197e-05
24,9.168955,9.277838,0.04481194529628332,6.833693525929596e-05
25,9.277838,9.386722,0.07980899826595027,0.0001793844550556519
26,9.386722,9.495605,0.12188746615186176,0.0005552375989817796
27,9.495605,9.604489,0.1826731700650055,0.0012300648346673273
28,9.604489,9.713372,0.22234276098302683,0.0019048920703528748
29,9.713372,9.822256,0.20921352729633458,0.001682797030760163
30,9.822256,9.93114,0.17602740311103898,0.0022294925128345305
31,9.93114,10.040024,0.13831395696481502,0.0026053456567606582
32,10.040024,10.148907,0.12822571689716145,0.003271630775538794
33,10.148907,10.257791,0.12204122425619517,0.004493153493298709
34,10.257791,10.366674,0.12255375127063989,0.00638096132983676
35,10.366674,10.475558,0.14405425952659587,0.01053243014683899
36,10.475558,10.584441,0.1689118197271648,0.015350184082619355
37,10.584441,10.693325,0.1875848872867674,0.025293208162846918
38,10.693325,10.802209,0.21153698309515065,0.04675954795117326
39,10.802209,10.911093,0.22505061204267643,0.08252539144250728
40,10.911093,11.019976,0.26120085079484395,0.15868690578899264
41,11.019976,11.1288595,0.41992192505146625,0.33526954649901336
42,11.1288595,11.237743,0.7148555955136802,0.6274611974339481
43,11.237743,11.346627,1.0,0.9214039823349023
44,11.346627,11.45551,0.8748836136571365,0.8124749075315845
45,11.45551,11.564394,0.5334039481664347,0.4947935797449324
46,11.564394,11.673278,0.25300041856372846,0.2366422646860345
47,11.673278,11.782162,0.09802079151255264,0.09242570493819778
48,11.782162,11.891045,0.029820530123775273,0.028539212587663475
49,11.891045,11.999928,0.00710704126696678,0.006944741045725952
